,id,title,genres,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,keywords,poster_path,backdrop_path,recommendations,profit,rating,Rated,rated
573,192712,Kite,Drama-Action,en,When Sawa's mother and policeman father are found victims of a grisly double homicide she begins a ruthless pursuit for the man who murdered them. With the help of her father's ex-partner Karl Aker and a mysterious friend from her past she becomes a merciless teen assassin blasting her way through the dark world of human trafficking only to uncover a devastating truth,10.369,Videovision Entertainment-Detalle Films-Distant Horizon,2014-06-13,0.0,0.0,90.0,Released,Never underestimate a girl with nothing to lose.,4.3,205.0,Samuel L. Jackson-Callan McAuliffe-India Eisley-Carl Beukes-Jaco Muller-Terence Bridgett-Zane Meas-Deon Lotz-DeVille Vannik-Russel Savadier-Keci Eatock-Liam J. Stratton-Annabel Linder-Christina Storm-Jane Van Der Westhuizen-Kenneth Nta-Craig Macrae-Jody Abrahams-Danny Keogh-Steinman Goosen-Jolene Martin-Matthew Van Leeve-Cleo Rinkwest-Sabeehah Tagari-Louw Venter-Osvaldo Rodriques-Adrianna Cottino-Santos Viera Flores-Aimy-Lee Braaf-Leroy Gopal-Innes Maas-Ian Stock-Lionel Newton,neo-noir-based on anime-live action remake-live action anime,/dnbzXOrqQqlnklpIvQZM4qPzi5R.jpg,/fy4T5mcj3c6uyRI7iKjInoC8vrh.jpg,97020-157350-137113-127585-101299-198663-100402-210577-76341-118340,0.0,4.529508196721311,PG-13,PG-13
575,4169,Breach,Drama-Thriller-Crime-History,en,Eric O'Neill a computer specialist who wants to be made an agent is assigned to clerk for Robert Hanssen a senior agent with 25 years in the FBI and to write down everything Hanssen does. O'Neill's told it's an investigation of Hanssen's sexual habits however Hanssen is really suspected of spying for the Soviet Union and Russia for years and being responsible for the deaths of agents working for the United States.,10.353,Universal Pictures-Sidney Kimmel Entertainment-Intermedia Films-Outlaw Productions,2007-02-12,0.0,40953935.0,110.0,Released,How one man betrayed the security of a nation.,6.6,490.0,Chris Cooper-Ryan Phillippe-Laura Linney-Dennis Haysbert-Caroline Dhavernas-Kathleen Quinlan-Gary Cole-Bruce Davison-Reagan Pasternak-Catherine Burdon-Clare Stone-Melissa Thomson-Mary Jo Deschanel,spy-undercover-loyalty-fbi-headquarter-based on true story-family-surveillance-russian spy-political thriller,/m2iVkJPxDrrink7NiE412nFBMQj.jpg,/8WneCViPYXAcnJcJ2VZuAPPHQ5p.jpg,7304-5902-9952-501-13813-12100-2604-1165-2253-1164-205-1883-5924-1523-1251-9040-783-10110-294963-8848-12113,40953935.0,6.328813559322034,PG,PG
576,44678,Altitude,Horror-Action-Thriller-Science Fiction,en,After a mysterious malfunction sends their small plane climbing out of control a rookie pilot and her four teenage friends find themselves trapped in a deadly showdown with a supernatural force.,10.352,Darclight Films,2010-10-10,0.0,0.0,90.0,Released,Don't Look Down.,4.8,193.0,Jessica Lowndes-Julianna Guill-Ryan Donowho-Michelle Harrison-Ian Robison-Landon Liboiron-Chelah Horsdal-Mike Dopud-Jake Weary-Ryan Grantham-Teghan Gentles-Seth Ranaweera-Colin Murdock-Ian James Corlett,race against time-against the odds-unlikely parents-cons and scams,/1MhCLk4TzLAQmj7SfUWO7X2iWQP.jpg,/uYeO6MkVSTG2K8g4yXskTf3unLC.jpg,,0.0,4.868259385665529,PG-13,PG-13
577,360606,Adventures in Babysitting,TV Movie-Comedy-Family,en,Two teen rival babysitters Jenny and Lola team up to hunt down one of their kids who accidentally ran away into the big city without any supervision.,10.295,Bad Angels Productions Ltd.,2016-06-24,9000000.0,0.0,95.0,Released,,7.4,349.0,Sabrina Carpenter-Sofia Carson-Nikki Hahn-Mallory James Mahoney-Max Gecowets-Jet Jurgensmeyer-Madison Horcher-Kevin G. Quinn-Gillian Vigman-Gabrielle Miller-Michael P. Northey-Ken Lawson-Max Lloyd-Jones-Alissa Skovbye-Kevin O'Grady-Arielle Tuliao-Lisa MacFadden-J. C. Williams-Emiliano Díez-Simon Chin-Michael Roberds-Raf Rogers-Kwasi Thomas-Sean Tyson-Hugo Ateo-Amitai Marmorstein-Kathryn Kirkpatrick-Teana-Marie Smith-Pearce Visser-Alissa Skovbye-Michael Jonsson,babysitter-remake,/xuCPo0krpAcK2s1uMCZs93turdk.jpg,/t7JSLGmwDoKnEW9l6po208w6IfY.jpg,286987-278774-360605-245473-277217-317198-417320-84105-407655-325189-177888-89185-417028-40205-506574-34205-149910-138038-114955-81250-65218,-9000000.0,6.865478841870824,PG,PG
579,5910,Fireworks,Crime-Drama,ja,Detective Nishi is relieved from a stakeout to visit his sick wife in hospital. He is informed that she is terminally ill and is advised to take her home. During his visit a suspect shoots one detective dead and leaves Nishi's partner Horibe paralyzed. Nishi leaves the police force to spend time with his wife at home and must find a way to pay off his debts to the yakuza.,10.29,Bandai Visual-Office Kitano-Tokyo FM-TV Tokyo,1997-10-30,0.0,0.0,103.0,Released,Work is All I've Ever Known.,7.7,543.0,Takeshi Kitano-Kayoko Kishimoto-Ren Osugi-Susumu Terajima-Tetsu Watanabe-Hakuryu-Yasuei Yakushiji-Tarô Itsumi-Ken'ichi Yajima-Makoto Ashikawa-Yuko Daike-Tsumami Edamame-Yurei Yanagi-Sujitarô Tamabukuro-Tokio Seki-Motoharu Tamura-Hitoshi Nishizawa-Hiromi Kikai-Shoko Kitano-Yoshiyuki Morishita-Junichiro Asano-Kazuhiro Osada-Manzô Shinra-Tetsu Sakuma-Riba Matsumi-Miki Fujitani-Keiko Yamamoto-Kiyoko Kitazawa-Ai Kishina-Banri Nakamura-Takao Bokuji-Masahiro Naya-Takayuki Konishi-Yûzô Yada-Kanji Tsuda-Yôichi Nagai-Kôsuke Ôta-Muhômatsu-Omiya no Matsu-Shiyô Kosuga-Gambino Kobayashi-Al Kitago-Yûji Aikawa-Hiroshi Umeda-Kenji Yamagami-Tomoya Naitô-Katsuya Takamatsu-Yasufumi Sakamaki-Atsushi Ito-Mitsuyo Ishigaki-Ayako Masuya-Sumiko Takai-Mariko Chiba-Miho Kitahara-Yoshiko Andô-Kaoru Sugiyama-Kikuo Itô-Shûji Ôtsuki-Setchin Kawaya-Koichiro Hama-Masaru Takahashi-Ritsuyo Ono-Yôko Imamoto-Kiyoko Negishi-Saki Kaneko-Kaoru Tomoe-Ayu Nakagawa-Rieko Motohashi-Maiko Watanabe-Kazue Fujita-Yuki Iida-Ryôta Koyama-Matsumi Fuku-Takao Toji,gambling-farewell-sea-beach-yakuza-loss,/aErssJkxF68xVyTPPH0th9P07GG.jpg,/vO8lMKIBbPH7B48XCkmrhqDs9ad.jpg,7500-870-27233-4291-327-49479-23606-12622-49133-55192-75891-26936-246-124763-438551-12166-39767-43255-9696-20391-121828,0.0,7.2800933125972,PG,PG
580,45964,When a Stranger Calls,Horror-Thriller-Drama-Crime-Mystery,en,A psychopathic killer terrorizes a babysitter then returns seven years later to menace her again.,10.29,Columbia Pictures-Melvin Simon Productions,1979-10-26,0.0,0.0,97.0,Released,...Fear is the Message!,6.163,184.0,Carol Kane-Charles Durning-Colleen Dewhurst-Tony Beckley-Rutanya Alda-Carmen Argenziano-Kirsten Larkin-Ron O'Neal-Heetu-Rachel Roberts-Michael Champion-William Boyett-Joseph Reale-Ed Wright-Louise Wright-Carol Tillery Banks-Dennis McMullen-Wally Taylor-John Tobyansen-Sarah Dammann-Richard Bail-Steven Anderson-Lenora May-Randy Holland-Trent Dolan-Frank DiElsi-Arell Blanton-DeForest Covan-Charles Boswell-Dick Warlock-Cheryl Wilson,babysitter-phone call,/mdhpKVuuNZcc9noZzYXruxeIxdJ.jpg,/3dK12SaczU7Tf8btq7K2F5HQg6F.jpg,948-36685-16307-639-694,0.0,5.753492957746479,PG-13,PG-13
581,31150,Intruder,Horror-Thriller,en,The overnight stock crew of a local supermarket find themselves being stalked and slashed by a mysterious maniac.,10.285,Beyond Infinity-Full Moon Features,1989-01-27,130000.0,0.0,88.0,Released,He’s just crazy bout this store!,6.4,190.0,Elizabeth Cox-Renée Estevez-Dan Hicks-David Byrnes-Sam Raimi-Eugene Robert Glazer-Billy Marti-Burr Steers-Craig Stark-Ted Raimi-Tom Lester-Alvy Moore-Emil Sitka-Bruce Campbell-Lawrence Bender-Scott Spiegel-Douglas Scott-Hessler-Gregory Nicotero,supermarket-slasher,/3yyhhC4JSwOduRTKX0XEyoWq7eL.jpg,/gDQMPAPNbRWHKBBZssrvoC62mRB.jpg,10072-765-13567-11797-9599-14510-8337-10925-764-377-1091-106-89-218-562-348,-130000.0,5.9172413793103456,PG-13,PG-13
583,7233,Rebound,Comedy-Family,en,An acclaimed college hoops coach is demoted to a junior varsity team after a public meltdown.,10.271,20th Century Fox-Robert Simonds Productions-Runteldat Entertainment,2005-07-01,45000000.0,16809014.0,103.0,Released,A comedy where old school ...meets middle school,5.5,288.0,Martin Lawrence-Wendy Raquel Robinson-Breckin Meyer-Horatio Sanz-Patrick Warburton-Oren Williams-Megan Mullally-Eddy Martin-Steven Christopher Parker-Steven Anthony Lawrence-Logan McElroy-Gus Hoffman-Cody Linley-Alex Vojdani-Cole Evan Weiss-Alia Shawkat-Hailey Noelle Johnson-Katt Williams-Dennis Cockrum,trainer-college-training-sports-basketball-school,/4l0Q1lAf4aV3h1LJQ00EpxVQefr.jpg,/hbE2Lzp9wekC2t6Jb2dM3vn6qeH.jpg,11469-11199-9600-11565-9530-109418-38365-2698-4256-10137-4248-2300-18360-109439-28178-310-45243-1593-1402-12405-8587,-28190986.0,5.371134020618556,PG,PG
585,15071,The Contractor,Action-Adventure-Drama-Thriller,en,Former CIA Operative James Dial is coaxed back into action to kill a terrorist in London but it all goes wrong and he is forced into hiding where he meets and befriends a 12 year old girl.,10.242,April Productions-Chaintron-RMA Productions,2007-07-10,0.0,0.0,105.0,Released,,5.6,128.0,Wesley Snipes-Eliza Bennett-Lena Headey-Ralph Brown-Charles Dance-Gemma Jones-Richard Harrington-Iain Robertson-Ryan McCluskey-John Standing-Stanimir Stamatov-Miroslav Emilov-Velizar Binev-Nikolai Sotirov-Peter Kerry Morgan,,/udf7WGMqLeq4C91a4xEoS7WAh1.jpg,/rRvkxdL8R6L7K5b7mGovn94SApK.jpg,390043-16780,0.0,5.336842105263157,PG-13,PG-13
587,10261,Switch,Fantasy-Comedy,en,Steve Brooks a sexist womanizer is killed by a group of his angry former lovers. In heaven he makes a bargain with God for redemption and agrees to return to Earth. Once there he must have a sincere relationship with a female and make her fall in love with him. If not Steve's soul will become the property of the devil. But the devil hedges his bet and Steve is reincarnated as a woman named Amanda Brooks.,10.233,Beco Films-HBO-Cinema Plus,1991-05-10,0.0,15545943.0,104.0,Released,Steve and Walter used to have a preference for blondes. Then Steve was murdered... and came back as one. Will being a woman make him a better man?,6.0,179.0,Ellen Barkin-Jimmy Smits-JoBeth Williams-Lorraine Bracco-Tony Roberts-Perry King-Bruce Payne-Lysette Anthony-Victoria Mahoney-Basil Hoffman-Catherine Keener-Kevin Kilner-David Wohl-James Harper-John Lafayette-Jim J. Bullock-Diana Chesney-Joe Flood-Emma Walton Hamilton-Louis Eppolito-Yvette Freeman-Dennis Paladino-Téa Leoni-Rick Aiello-F. William Parker-Ben Hartigan-David Gale-Jessie Jones-Herb Tanney-Virginia Morris-Robert Clotworthy-Patricia Clipper-Robert Elias-Michelle Wong-Marti Muller-Mindy Lawson-Kimberly Oja-Teri Gold-Lily Mariye-William Shockley-Jennie Nauman-Annette Quinn-Dena Burton-Michelle Reese-Alana Silvani-Jackie Moen-Karen Medak-Tracy Lambert-Taunie Vrenon-Michael Badalucco-Gregory J. Barnett-Fred Lerner-Jay R. Goldenberg-Faith Minton-Rebecca Wood-Linda Dona-Helena Apothaker-Elena Statheros-Jim Lovelett-Barbara Schillaci-Robert Towers-Tony Genaro-Ross Britain-Richard Provost-Linda Gary-Molly Okuneff,macho-dying and death-reincarnation-role reversal-resurrection-body-swap-man turned into woman-gender swap,/ddmOMoFWMpXJSU0YFddBU7d6kWT.jpg,/cAv7caPCKzby3dqOgbOMTcWH0Mm.jpg,39053-361743-353576-442709-8966,15545943.0,5.641577060931899,PG,PG
589,5516,The Ladykillers,Comedy-Crime-Thriller,en,An eccentric if not charming Southern professor and his crew pose as a band in order to rob a casino all under the nose of his unsuspecting landlord – a sharp old woman.,10.227,Mike Zoss Productions-The Jacobson Company-Touchstone Pictures,2004-03-25,35000000.0,76700000.0,104.0,Released,The greatest criminal minds of all time have finally met their match.,6.128,1355.0,Tom Hanks-Irma P. Hall-Marlon Wayans-J.K. Simmons-Tzi Ma-Ryan Hurst-Diane Delano-George Wallace-John McConnell-Jason Weaver-Stephen Root-Baadja-Lyne Odums-Walter K. Jordan-George Anthony Bell-Greg Grunberg-Bruce Campbell-Jennifer Echols-Aldis Hodge-Robert Baker-Hallie Singleton-Blake Clark-Amad Jackson-Freda Foh Shen-Paula Martin-Jeremy Suarez-Te Te Benn-Khalil East-Nita Norris-Vivian Smallwood-Maryn Tasco-Muriel Whitaker-Jessie Bailey-Louisa Abernathy-Mildred Dumas-Al Fann-Mi Mi Green-Fann-Maurice Watson-Michael Dotson,church choir-garbage-remake-criminal gang-duringcreditsstinger,/l4g9R39NCp6VaYFrw6q8JwKNW9x.jpg,/bJIAvpPOUV3NCU9TXBytTo3HaSd.jpg,18506-11934-11775-10778-379-290-378-11368-4944-134-12573-6951-16555-12309-275-10023-44264-594-2280-10466-621954,41700000.0,6.050474226804123,PG,PG
590,4780,Obsession,Drama-Thriller-Mystery,en,A wealthy New Orleans businessman becomes obsessed with a young woman who resembles his wife.,10.224,Yellowbird Productions-Columbia Pictures,1976-08-01,1400000.0,4468000.0,99.0,Released,A bizarre story of love.,6.6,234.0,Cliff Robertson-Geneviève Bujold-John Lithgow-Sylvia Kuumba Williams-Wanda Blackman-J. Patrick McNamara-Stanley J. Reyes-Nick Kreiger-Stocker Fontelieu-Don Hood-Andrea Esterhazy-Thomas Carr-Tom Felleghy-Nella Simoncini Barbieri-John Creamer-Regis Cordic-Loraine Despres-Clyde Ventura-Fain M. Cogrove-Robert Harper,money delivery-sense of guilt-ransom-fake identity-florence italy-art restoration,/bGjEQLp7aF3dT3nXv4gEXnG02TI.jpg,/rkOGxxYfhDQYB4E7V9QwsD1g18c.jpg,11033-27069-6949-10747-22307-15121-58925-5137-11644-12611-4176-832-891-7340-219-239-840-948-571-164-75174,3068000.0,6.120958083832335,PG,PG
591,340176,Tag,Action-Fantasy-Horror,ja,High school student Mitsuko navigates a series of bizarre alternate realities each ending in bloody carnage.,10.223,Universal Pictures-Asmik Ace-Shochiku-Fuji Company-Takao-NBCUniversal Entertainment Japan-Sedic Deux,2015-05-11,1250000.0,0.0,85.0,Released,All high school girls out there. You are a little too obnoxious so we decided to reduce your numbers.,6.7,270.0,Reina Triendl-Mariko Shinoda-Erina Mano-Yuki Sakurai-Aki Hiraoka-Ami Tomite-Sayaka Isoyama-Maryjun Takahashi-Takumi Saitoh-Hiroko Yashiki-Mao Mita-Mika Akizuki-Makoto Kikuchi-Urara Aryû-Maki Sawa-Seia Yasuda-Akari Ozawa-Kanon Miyahara-Cyborg Kaori-Honoka Murakami-Momona-Nanami Hikada-Fûka Iwasaki-Moe Sasaki-Hikaru Horiguchi-Chihiro Shibata-Miki Yokota-Miku Sano-Misaki Saisho-Nanami Ishimaru-Asami Shibata-Arisa Sakamoto-Mao Asô-Izumi Yumeno-Mebuki Yoshida-Rin Honoka-Rika Hoshina,,/1xqQv9PoOIVX4nHlKVQELaAHyvG.jpg,/rch5tr1bpNyfeRJxARoU7I2a9KR.jpg,134350-414770-28422-396535-436969-335984,-1250000.0,6.240540540540541,PG-13,PG-13
592,71622,Atrocious,Horror-Thriller,es,Quintanilla family was found dead in their country side house. Police reported the existence of 37 hours of recorded evidence. The family traveled to their old farm house where they investigated about the Legend of the Girl in the Garraf woods. They used to record whatever they did. Atrocious shows the last five days of this family and the strange situations that they lived in those moments and which remain unexplained.,10.223,Nabu Films-Silencio Rodamos Producciones,2010-10-15,0.0,0.0,75.0,Released,A Local Legend Becomes a Terrifying Reality,5.6,156.0,Rafael Amaya-Jose Masegosa-Chus Pereiro-Cristian Valencia-Clara Moraleda-Sergi Martin-Xavi Doz-Sammy Gad-Ferran Casterà Mosquera-Anne Sanz-Carlos Blanco Barberà-Rebecca Gil-Efrem Pinto-Silvia Arnau-Carlos Gaya,country house-supernatural-woods-paranormal-family vacation-found footage,/lVzWJ0xV6AJxsHwL2KcdIbaNNeV.jpg,/r48vi3MHEO96ZWRDylIfUZQXwZN.jpg,8329-10664,0.0,5.365625,PG-13,PG-13
593,648,Beauty and the Beast,Drama-Fantasy-Romance,fr,The story of a gentle-hearted beast in love with a simple and beautiful girl. She is drawn to the repellent but strangely fascinating Beast who tests her fidelity by giving her a key telling her that if she doesn't return it to him by a specific time he will die of grief. She is unable to return the key on time but it is revealed that the Beast is the genuinely handsome one. A simple tale of tragic love that turns into a surreal vision of death desire and beauty.,10.222,Andre Paulve Film,1946-10-29,0.0,0.0,96.0,Released,Once upon a time…,7.48,496.0,Jean Marais-Josette Day-Marcel André-Mila Parély-Nane Germon-Michel Auclair-Raoul Marco-Jean Cocteau,underdog-monster-beauty-rose-daughter,/iYSe3yrkma0e1B0wWPXgr8w5sDN.jpg,/2Ae0iV2HR3Raoras8G40MjBtJnn.jpg,776-9317-5590-229-2433-11673-266-4241-832-662-234-11257-18148-3078-3112-147-775-770-8290-269-37933,0.0,7.063892617449665,PG-13,PG-13
594,257,Oliver Twist,Crime-Drama-Family,en,Oliver Twist the modern filmed version of Charles Dickens bestseller a Roman Polanski adaptation. The classic Dickens tale where an orphan meets a pickpocket on the streets of London. From there he joins a household of boys who are trained to steal for their master.,10.219,R.P. Productions-ETIC Films-Runteam III Ltd.,2005-09-23,50000000.0,42580321.0,130.0,Released,,6.7,994.0,Barney Clark-Ben Kingsley-Jamie Foreman-Harry Eden-Edward Hardwicke-Leanne Rowe-Ian McNeice-Chris Overton-Andy Linden-Teresa Churcher-Jake Curran-Turbo-Lewis Chase-Levi Hayes-Jeremy Swift-Gillian Hanna-Michael Heath-Patrick Godfrey-Mark Strong-Ophelia Lovibond-Liz Smith-Andy de la Tour-Richard Durden-Peter Copley-John Nettleton-Tony Noble-Gerard Horan-Morgane Polanski-Alun Armstrong-Frances Cuka-Paul Brooke-Nick Stringer-Frank Mills-Richard Ridings,london england-child abuse-street gang-runaway-child labour-based on novel or book-pickpocket-children's home-orphanage-thief-child,/zhPdYZ3x2uanhM1SyBj4CuL6hSa.jpg,/pP3fTbqsvpr9p0fc5tr7tJkdZqb.jpg,347985-955001-10599-17917-25300-15907-57243-51917-49146-72113-197082-71-5255-56972-2454-10949-10601-10555-42433-231176-455,-7419679.0,6.544606946983548,PG,PG
596,22137,The Kingdom,TV Movie-Mystery-Fantasy-Horror-Comedy-Drama-Thriller,da,"Set in the neurosurgical ward of Copenhagen's Rigshospitalet the city and country's main hospital nicknamed ""Riget"" a number of characters staff and patients alike encounter bizarre phenomena both human and supernatural.",10.205,Zentropa Entertainments-DR-La Sept-Arte-Greco,1994-11-23,1500000.0,0.0,277.0,Released,,7.7,205.0,Ernst-Hugo Järegård-Kirsten Rolffes-Holger Juul Hansen-Søren Pilmark-Ghita Nørby-Jens Okking-Otto Brandenburg-Annevig Schelde Ebbe-Baard Owe-Birgitte Raaberg-Peter Mygind-Solbjørg Højfeldt-Laura Christensen-Ole Boisen-Thomas Bo Larsen-Ole Dupont-Udo Kier-Michael Simpson-Paul Hüttel-Holger Perfort-Henrik Koefoed-Klaus Wegener-Louise Fribo-Bente Eskesen-Julie Wieth-Annette Ketscher-Birte Tove-Mette Marckmann-Tomas Stender-Søren Lenander-Mette Munk Plum-Helle Virkner-Ulrik Cold-Vita Jensen-Morten Rotne Leffers-Ruth Junker-Peter Gilsfort-Lars von Trier-Michael Simpson-Dick Kaysø-Finn Nielsen-Gunnvør Nolsøe-Solveig Sundborg-Else Petersen-Claus Strandberg-Tove Maës-Kurt Ravn-Svend Ali Hamann-Benny Hansen-Søren Elung Jensen-Michael Moritzen-Søren Hauch-Fausbøll-Søren Steen-Claus Nissen-Morten Eisner-Henning Jensen-Benny Poulsen-Lene Vasegaard-Lise Schrøder-Gordon Kennedy-Nis Bank-Mikkelsen-Lars Lunøe-Lea Risum Brøgger-Erik Wedersøe,hospital,/zfXVe3dSvkR3YAp3g6E5q2R5swy.jpg,/nQ1woqbLcKjkpfEbfAEoAey6W3n.jpg,145-635731-22140-532710-11186-16-10086-1923-258216-492-1018-275-756999-1359-600-766507-550,-1500000.0,6.814754098360655,PG-13,PG-13
599,21427,The Valet,Comedy,fr,Caught by tabloid paparazzi with his mistress Elena a famous and beautiful fashion model billionaire Pierre Levasseur tries to avoid a divorce by inventing a preposterous lie. He uses the presence of a passerby in the photo to claim to his wife that it's not him Elena is seeing but the other man one François Pignon. Pignon is a modest little man who works as a parking valet. To make the story convincing Elena has to move in with Pignon.,10.181,Gaumont-TF1 Films Production-EFVE-Kairos,2006-03-29,0.0,29326868.0,85.0,Released,,6.0,455.0,Gad Elmaleh-Alice Taglioni-Daniel Auteuil-Kristin Scott Thomas-Richard Berry-Virginie Ledoyen-Dany Boon-Michel Jonasz-Michel Aumont-Laurent Gamelon-Patrick Mille-Michèle Garcia-Philippe Magnan-Jean-Yves Chilot-Irina Ninova-Philippe Beglia-Noémie Lenoir-Sandra Moreno-Jean-Pol Brissart-Philippe Brigaud-Alexandre Brik-Thierry Humbert-Paulette Frantz-Thierry Nenez-Karl Lagerfeld,paris france-adultery-louvre museum-supermodel-belleville-valet-couple,/eVP6mln9G4dOoRRrQsY55T0sHOR.jpg,/x7OLspqmUdZUJfU3T0YPnA12KHk.jpg,11444-17684-18955-4516-31359-52077-18457-6691-248507-17350-40223-183836-39385-219318-51191-17413-86868-13043-60175-38277-289153,29326868.0,5.819819819819819,PG,PG
600,109584,Broken,Drama,en,Three suburban English families' lives intertwine with tragic consequences.,10.179,BBC Film-Bill Kenwright Films-Cuba Pictures,2012-08-22,0.0,0.0,91.0,Released,,6.9,222.0,Tim Roth-Eloise Laurence-Cillian Murphy-Zana Marjanović-Robert Emms-Rory Kinnear-Rosalie Kosky-Bill Milner-Denis Lawson-Clare Burt-George Sargeant-Faye Daveney-Martha Bryant-Lily James-Nick Holder-Nell Tiger Free-Seeta Indrani-Alicia Woodhouse-Michael Shaeffer-David Webber-Andrew Frame-Severn Bran-Andrew Maud-Rory Girvan-Joshua Warner-Campbell-Lino Facioli-Penny Layden-Nicola Sloane-Paul Thornley,family-diabetic-mental hospital-father daughter relationship,/cNeDPyJdeV4Gzs3TcVthM8AJYHW.jpg,/gG5ZlQNnJs2NsO9JdeCf1jgNzn7.jpg,200630-711998-17431-45269-120467-49530-1359-152601-44214-11324-27205-680-155,0.0,6.309937888198758,PG,PG
604,13771,Venus,Comedy-Drama-Romance,en,Maurice is an aging veteran actor who becomes taken with Jessie the grandniece of his closest friend. When Maurice tries to soften the petulant and provincial young girl with the benefit of his wisdom and London culture their give-and-take surprises both Maurice and Jessie as they discover what they don't know about themselves.,10.151,Miramax-Film4 Productions,2006-09-02,0.0,0.0,95.0,Released,,6.6,117.0,Peter O'Toole-Leslie Phillips-Jodie Whittaker-Vanessa Redgrave-Richard Griffiths-Cathryn Bradshaw-Beatrice Savoretti-Philip Fox-Lolita Chakrabarti-Carolina Giammetta-Kellie Shirley-Ashley Madekwe-Ony Uhiara-Joanna Croll-Liam McKenna-Meg Wynn Owen-Sam Spruell-Tom Brooke-Harvey Virdi-Emma Buckley-Marlene Sidaway-Christine Bottomley-Daniel Cerqueira-Sam Kenyon-Tom Mison-Paul Chahidi-Piers Harrisson-Bronson Webb-Tim Faraday-Andrea Riseborough,beach-husband wife relationship-grandparent grandchild relationship-art-aging actor,/pY1B5ipgUkxtBN3fkJWuKAeFL2G.jpg,/hMoH5yTFeRNYX1g5JCKLDMPUErT.jpg,,0.0,5.862672811059908,PG-13,PG-13
605,56149,Bottle Rocket,Comedy-Crime,en,Dysfunctional friends Dignan and Anthony plan and execute a robbery with their pot-growing friend Bob. The short film that inspired Wes Anderson’s feature debut.,10.145,,1994-01-20,0.0,0.0,14.0,Released,"They're not criminals, but everybody's got to have a dream.",6.371,147.0,Owen Wilson-Luke Wilson-Robert Musgrave-Elissa Sommerfield-Isiah Ellis-Temple Nash-Briggs Branning,target practice,/3NIxuMUmChKL94BXudMMMsBDe8o.jpg,/4AhpNlgYxywqAUB18owZiDPKD3a.jpg,13685-6418-236028-126909-11545-4538-421-18329-542609-48303-83666-1955-10315-9428-985-1398-843-935-120467-213-426,0.0,5.815939271255061,PG,PG
609,52286,The Student,Romance,fr,An ambitious teaching student's finals studies are interrupted by a passionate affair with a jazz musician.,10.074,TF1 Films Production-Cecchi Gori Group Tiger Cinematografica-Reteitalia-Gaumont Production,1988-10-05,0.0,0.0,100.0,Released,,5.9,223.0,Sophie Marceau-Vincent Lindon-Élisabeth Vitali-Jean-Claude Leguay-Elena Pompei-Roberto Attias-Brigitte Chamarande-Christian Pereira-Benoît Gourley-Gilles Gaston-Dreyfus-Nathalie Mann-Élie Chouraqui-Marie-Christine Barrault,exam-musician-tgv-love-train-beautiful  woman-beautiful girl,/tDx9zW0Edb83qh9PAGrgP3Zh9RP.jpg,/mXqVPr9vxFwNcCJbROjpQrUEGh1.jpg,171-166-9317-11915-121936-21861-4727-457-11479-25866-8290-9421-52077-41211-11687-8265-5528-80271-8424-11887-88,0.0,5.621362229102167,PG-13,PG-13
610,42506,The Housemaid,Crime-Drama,ko,A piano composer's family moves into a new house; when his pregnant wife collapses from working to support the family he hires a hot housemaid to help with housework.,10.062,Kim Ki-young Production-Korean Literature Films,1960-11-03,0.0,0.0,108.0,Released,,7.2,131.0,Lee Eun-shim-Kim Jin-kyu-Ju Jeung-nyeo-Um Aing-ran-Go Seon-ae-Seok-je Gang-Wang Suk-rang-Jeong-ok Ra-Ahn Sung-ki-Lee Yoo-ri-Ok Gyeong-hui-Na Ok-ju-Choi Nam-hyun-Jo Seok-geun-Nam Bang-chun-Kim Man,poison-infidelity-music teacher-piano lessons-horror-maid-infatuation-rat-housemaid-horror mystery,/xQUKUufYdLjPqTnWRHuUTHsN5On.jpg,/6EMJitcQFS2794HoxVOe0YESUvz.jpg,28797-17124-22021-113-500890-835975-22910-22048-1963-855400-703134-8689-5722-695089-168672-2440-49096-1690-10234-1691-110,0.0,6.247619047619048,PG,PG
